,0,1
0,-1.0001732371278351e-05,-6.126708056729774e-05
1,4.3004557268476173e-05,3.763764522944996e-05
2,3.167407118012407e-05,-1.6253161827873024e-05
3,-1.6001339239983623e-05,5.6892205317612436e-05
4,-6.207938314200118e-05,-8.183281903911347e-06
,0,1
0,-1.0001732371278351e-05,-6.126708056729774e-05
1,4.300455726847617e-05,3.763764522944996e-05
2,3.167407118012407e-05,-1.6253161827873024e-05
3,-1.6001339239983623e-05,5.689220531761244e-05
4,-6.207938314200118e-05,-8.183281903911347e-06
